Geography,State,StateFIPS,CountyFIPS,,LandArea,Population
"Tyrrell County, North Carolina",NC,37,177,,1009868638,4149
"Union County, North Carolina",NC,37,179,,1650772063,123677
"Vance County, North Carolina",NC,37,181,,656602984,42954
"Wake County, North Carolina",NC,37,183,,2154672822,627846
"Warren County, North Carolina",NC,37,185,,1110333603,19972
"Washington County, North Carolina",NC,37,187,,902518706,13723
"Watauga County, North Carolina",NC,37,189,,809393450,42695
"Wayne County, North Carolina",NC,37,191,,1431147704,113329
"Wilkes County, North Carolina",NC,37,193,,1961101555,65632
"Wilson County, North Carolina",NC,37,195,,961116179,73814
"Yadkin County, North Carolina",NC,37,197,,869081703,36348
"Yancey County, North Carolina",NC,37,199,,809251547,17774
"Adams County, North Dakota",ND,38,1,,2558684113,2593
"Barnes County, North Dakota",ND,38,3,,3863348387,11775
"Benson County, North Dakota",ND,38,5,,3575736164,6964
"Billings County, North Dakota",ND,38,7,,2982138140,888
"Bottineau County, North Dakota",ND,38,9,,4321617291,7149
"Bowman County, North Dakota",ND,38,11,,3009687265,3242
"Burke County, North Dakota",ND,38,13,,2858127164,2242
"Burleigh County, North Dakota",ND,38,15,,4229680404,69416
"Cass County, North Dakota",ND,38,17,,4571921620,123138
"Cavalier County, North Dakota",ND,38,19,,3855089893,4831
"Dickey County, North Dakota",ND,38,21,,2929276466,5757
"Divide County, North Dakota",ND,38,23,,3262166014,2283
"Dunn County, North Dakota",ND,38,25,,5204838326,3600
"Eddy County, North Dakota",ND,38,27,,1631999466,2757
"Emmons County, North Dakota",ND,38,29,,3910577808,4331
"Foster County, North Dakota",ND,38,31,,1645161743,3759
"Golden Valley County, North Dakota",ND,38,33,,2595140943,1924
"Grand Forks County, North Dakota",ND,38,35,,3723901402,66109
"Grant County, North Dakota",ND,38,37,,4297986823,2841
"Griggs County, North Dakota",ND,38,39,,1835009761,2754
"Hettinger County, North Dakota",ND,38,41,,2932518654,2715
"Kidder County, North Dakota",ND,38,43,,3498518492,2753
"LaMoure County, North Dakota",ND,38,45,,2971174319,4701
"Logan County, North Dakota",ND,38,47,,2570928524,2308
"McHenry County, North Dakota",ND,38,49,,4853874147,5987
"McIntosh County, North Dakota",ND,38,51,,2525740874,3390
"McKenzie County, North Dakota",ND,38,53,,7101792799,5737
"McLean County, North Dakota",ND,38,55,,5464757467,9311
"Mercer County, North Dakota",ND,38,57,,2707803083,8644
"Morton County, North Dakota",ND,38,59,,4989009949,25303
"Mountrail County, North Dakota",ND,38,61,,4723964515,6631
"Nelson County, North Dakota",ND,38,63,,2542387857,3715
"Oliver County, North Dakota",ND,38,65,,1873912360,2065
"Pembina County, North Dakota",ND,38,67,,2897555082,8585
"Pierce County, North Dakota",ND,38,69,,2636137042,4675
"Ramsey County, North Dakota",ND,38,71,,3068736114,12066
"Ransom County, North Dakota",ND,38,73,,2234504725,5890
"Renville County, North Dakota",ND,38,75,,2265632815,2610
"Richland County, North Dakota",ND,38,77,,3721067608,17998
"Rolette County, North Dakota",ND,38,79,,2337344616,13674
"Sargent County, North Dakota",ND,38,81,,2224161390,4366
"Sheridan County, North Dakota",ND,38,83,,2516824487,1710
"Sioux County, North Dakota",ND,38,85,,2833757845,4044
"Slope County, North Dakota",ND,38,87,,3154448913,767
"Stark County, North Dakota",ND,38,89,,3465824800,22636
"Steele County, North Dakota",ND,38,91,,1845007373,2258
"Stutsman County, North Dakota",ND,38,93,,5753406412,21908
"Towner County, North Dakota",ND,38,95,,2653578321,2876
"Traill County, North Dakota",ND,38,97,,2232278186,8477
"Walsh County, North Dakota",ND,38,99,,3319697441,12389
"Ward County, North Dakota",ND,38,101,,5213344262,58795
"Wells County, North Dakota",ND,38,103,,3292593360,5102
"Williams County, North Dakota",ND,38,105,,5362459986,19761
"Adams County, Ohio",OH,39,1,,1512317799,27330
"Allen County, Ohio",OH,39,3,,1047458373,108473
"Ashland County, Ohio",OH,39,5,,1099122222,52523
"Ashtabula County, Ohio",OH,39,7,,1819309925,102728
"Athens County, Ohio",OH,39,9,,1312495866,62223
"Auglaize County, Ohio",OH,39,11,,1039240345,46611
"Belmont County, Ohio",OH,39,13,,1391730663,70226
"Brown County, Ohio",OH,39,15,,1273649365,42285
"Butler County, Ohio",OH,39,17,,1210222805,332807
"Carroll County, Ohio",OH,39,19,,1022198582,28836
"Champaign County, Ohio",OH,39,21,,1109965084,38890
"Clark County, Ohio",OH,39,23,,1035626909,144742
"Clermont County, Ohio",OH,39,25,,1170649890,177977
"Clinton County, Ohio",OH,39,27,,1064172782,40543
"Columbiana County, Ohio",OH,39,29,,1379056109,112075
"Coshocton County, Ohio",OH,39,31,,1460933355,36655
"Crawford County, Ohio",OH,39,33,,1041469969,46966
"Cuyahoga County, Ohio",OH,39,35,,1187481481,1393978
"Darke County, Ohio",OH,39,37,,1553469702,53309
"Defiance County, Ohio",OH,39,39,,1064895060,39500
"Delaware County, Ohio",OH,39,41,,1145836755,109989
"Erie County, Ohio",OH,39,43,,660128061,79551
"Fairfield County, Ohio",OH,39,45,,1308230532,122759
"Fayette County, Ohio",OH,39,47,,1053041585,28433
"Franklin County, Ohio",OH,39,49,,1398253363,1068978
"Fulton County, Ohio",OH,39,51,,1053563817,42084
"Gallia County, Ohio",OH,39,53,,1214127014,31069
"Geauga County, Ohio",OH,39,55,,1045462752,90895
"Greene County, Ohio",OH,39,57,,1074530342,147886
"Guernsey County, Ohio",OH,39,59,,1351725701,40792
"Hamilton County, Ohio",OH,39,61,,1055069826,845303
"Hancock County, Ohio",OH,39,63,,1376201924,71295
"Hardin County, Ohio",OH,39,65,,1218047002,31945
"Harrison County, Ohio",OH,39,67,,1045128556,15856
"Henry County, Ohio",OH,39,69,,1078737284,29210
"Highland County, Ohio",OH,39,71,,1432988964,40875
"Hocking County, Ohio",OH,39,73,,1094911224,28241
"Holmes County, Ohio",OH,39,75,,1095543815,38943
"Huron County, Ohio",OH,39,77,,1276059942,59487
"Jackson County, Ohio",OH,39,79,,1088518118,32641
"Jefferson County, Ohio",OH,39,81,,1060880028,73894
"Knox County, Ohio",OH,39,83,,1365242700,54500
"Lake County, Ohio",OH,39,85,,591065088,227511
"Lawrence County, Ohio",OH,39,87,,1178335424,62319
"Licking County, Ohio",OH,39,89,,1778039109,145491
"Logan County, Ohio",OH,39,91,,1187351180,46005
"Lorain County, Ohio",OH,39,93,,1275569838,284664
"Lucas County, Ohio",OH,39,95,,881799074,455054
"Madison County, Ohio",OH,39,97,,1205479004,40213
"Mahoning County, Ohio",OH,39,99,,1075483825,257555
"Marion County, Ohio",OH,39,101,,1045946872,66217
"Medina County, Ohio",OH,39,103,,1091805363,151095
"Meigs County, Ohio",OH,39,105,,1112199414,23072
"Mercer County, Ohio",OH,39,107,,1199851841,40924
"Miami County, Ohio",OH,39,109,,1054232617,98868
"Monroe County, Ohio",OH,39,111,,1179847563,15180
"Montgomery County, Ohio",OH,39,113,,1195735149,559062
"Morgan County, Ohio",OH,39,115,,1081743425,14897
"Morrow County, Ohio",OH,39,117,,1052112998,31628
"Muskingum County, Ohio",OH,39,119,,1721372758,84585
"Noble County, Ohio",OH,39,121,,1033405451,14058
"Ottawa County, Ohio",OH,39,123,,660325431,40985
"Paulding County, Ohio",OH,39,125,,1078111563,20293
"Perry County, Ohio",OH,39,127,,1061317388,34078
"Pickaway County, Ohio",OH,39,129,,1299942718,52727
"Pike County, Ohio",OH,39,131,,1143444613,27695
"Portage County, Ohio",OH,39,133,,1275283374,152061
"Preble County, Ohio",OH,39,135,,1100239413,42337
"Putnam County, Ohio",OH,39,137,,1253204949,34726
"Richland County, Ohio",OH,39,139,,1286904043,128852
"Ross County, Ohio",OH,39,141,,1782985342,73345
"Sandusky County, Ohio",OH,39,143,,1059759326,61792
"Scioto County, Ohio",OH,39,145,,1585763831,79195
"Seneca County, Ohio",OH,39,147,,1426015186,58683
"Shelby County, Ohio",OH,39,149,,1060010524,47910
"Stark County, Ohio",OH,39,151,,1492185919,378098
"Summit County, Ohio",OH,39,153,,1068948386,542899
"Trumbull County, Ohio",OH,39,155,,1596670952,225116
"Tuscarawas County, Ohio",OH,39,157,,1470013624,90914
"Union County, Ohio",OH,39,159,,1130922131,40909
"Van Wert County, Ohio",OH,39,161,,1062121043,29659
"Vinton County, Ohio",OH,39,163,,1072462963,12806
"Warren County, Ohio",OH,39,165,,1035028467,158383
"Washington County, Ohio",OH,39,167,,1645018027,63251
"Wayne County, Ohio",OH,39,169,,1438365058,111564
"Williams County, Ohio",OH,39,171,,1092301225,39188
"Wood County, Ohio",OH,39,173,,1598850927,121065
"Wyandot County, Ohio",OH,39,175,,1050532416,22908
"Adair County, Oklahoma",OK,40,1,,1490971120,21038
"Alfalfa County, Oklahoma",OK,40,3,,2244611876,6105
"Atoka County, Oklahoma",OK,40,5,,2533759422,13879
"Beaver County, Oklahoma",OK,40,7,,4699163829,5857
"Beckham County, Oklahoma",OK,40,9,,2335726670,19799
"Blaine County, Oklahoma",OK,40,11,,2404628588,11976
"Bryan County, Oklahoma",OK,40,13,,2353772237,36534
"Caddo County, Oklahoma",OK,40,15,,3310857550,30150
"Canadian County, Oklahoma",OK,40,17,,2330248661,87697
"Carter County, Oklahoma",OK,40,19,,2133608110,45621
"Cherokee County, Oklahoma",OK,40,21,,1945179782,42521
"Choctaw County, Oklahoma",OK,40,23,,2004477642,15342
"Cimarron County, Oklahoma",OK,40,25,,4752740202,3148
"Cleveland County, Oklahoma",OK,40,27,,1388522594,208016
"Coal County, Oklahoma",OK,40,29,,1342184327,6031
"Comanche County, Oklahoma",OK,40,31,,2769591210,114996
"Cotton County, Oklahoma",OK,40,33,,1648886159,6614
"Craig County, Oklahoma",OK,40,35,,1971063698,14950
"Creek County, Oklahoma",OK,40,37,,2474823784,67367
"Custer County, Oklahoma",OK,40,39,,2555056323,26142
"Delaware County, Oklahoma",OK,40,41,,1918274834,37077
"Dewey County, Oklahoma",OK,40,43,,2590332736,4743
"Ellis County, Oklahoma",OK,40,45,,3183454160,4075
"Garfield County, Oklahoma",OK,40,47,,2741220791,57813
"Garvin County, Oklahoma",OK,40,49,,2091381916,27210
"Grady County, Oklahoma",OK,40,51,,2851476745,45516
"Grant County, Oklahoma",OK,40,53,,2591441035,5144
"Greer County, Oklahoma",OK,40,55,,1655929355,6061
"Harmon County, Oklahoma",OK,40,57,,1392946046,3283
"Harper County, Oklahoma",OK,40,59,,2690988982,3562
"Haskell County, Oklahoma",OK,40,61,,1494501259,11792
"Hughes County, Oklahoma",OK,40,63,,2089431196,14154
"Jackson County, Oklahoma",OK,40,65,,2078921366,28439
"Jefferson County, Oklahoma",OK,40,67,,1965163349,6818
"Johnston County, Oklahoma",OK,40,69,,1669258609,10513
"Kay County, Oklahoma",OK,40,71,,2379434917,48080
"Kingfisher County, Oklahoma",OK,40,73,,2338763281,13926
"Kiowa County, Oklahoma",OK,40,75,,2627687547,10227
"Latimer County, Oklahoma",OK,40,77,,1870423742,10692
"Le Flore County, Oklahoma",OK,40,79,,4107264845,48109
"Lincoln County, Oklahoma",OK,40,81,,2480526883,32080
"Logan County, Oklahoma",OK,40,83,,1928127010,33924
"Love County, Oklahoma",OK,40,85,,1334835151,8831
"McClain County, Oklahoma",OK,40,87,,1475432046,27740
"McCurtain County, Oklahoma",OK,40,89,,4797321599,34402
"McIntosh County, Oklahoma",OK,40,91,,1605808518,19456
"Major County, Oklahoma",OK,40,93,,2477996521,7545
"Marshall County, Oklahoma",OK,40,95,,961161105,13184
"Mayes County, Oklahoma",OK,40,97,,1699396324,38369
"Murray County, Oklahoma",OK,40,99,,1083270395,12623
"Muskogee County, Oklahoma",OK,40,101,,2107849416,69451
"Noble County, Oklahoma",OK,40,103,,1895619130,11411
"Nowata County, Oklahoma",OK,40,105,,1463213683,10569
"Okfuskee County, Oklahoma",OK,40,107,,1618114625,11814
"Oklahoma County, Oklahoma",OK,40,109,,1836542444,660448
"Okmulgee County, Oklahoma",OK,40,111,,1805151680,39685
"Osage County, Oklahoma",OK,40,113,,5829543510,44437
"Ottawa County, Oklahoma",OK,40,115,,1220723689,33194
"Pawnee County, Oklahoma",OK,40,117,,1474844067,16612
"Payne County, Oklahoma",OK,40,119,,1777615804,68190
"Pittsburg County, Oklahoma",OK,40,121,,3382371018,43953
"Pontotoc County, Oklahoma",OK,40,123,,1863850246,35143
"Pottawatomie County, Oklahoma",OK,40,125,,2040128658,65521
"Pushmataha County, Oklahoma",OK,40,127,,3619022416,11667
"Roger Mills County, Oklahoma",OK,40,129,,2957439603,3436
"Rogers County, Oklahoma",OK,40,131,,1748104350,70641
"Seminole County, Oklahoma",OK,40,133,,1638200335,24894
"Sequoyah County, Oklahoma",OK,40,135,,1745174282,38972
"Stephens County, Oklahoma",OK,40,137,,2263762787,43182
"Texas County, Oklahoma",OK,40,139,,5276215545,20107
"Tillman County, Oklahoma",OK,40,141,,2258379719,9287
"Tulsa County, Oklahoma",OK,40,143,,1477070950,563299
"Wagoner County, Oklahoma",OK,40,145,,1457940747,57491
"Washington County, Oklahoma",OK,40,147,,1079548207,48996
"Washita County, Oklahoma",OK,40,149,,2598653727,11508
"Woods County, Oklahoma",OK,40,151,,3332190118,9089
"Woodward County, Oklahoma",OK,40,153,,3217543391,18486
"Baker County, Oregon",OR,41,1,,7946386250,16741
"Benton County, Oregon",OR,41,3,,1752026651,78153
"Clackamas County, Oregon",OR,41,5,,4838545796,338391
"Clatsop County, Oregon",OR,41,7,,2142510747,35630
"Columbia County, Oregon",OR,41,9,,1700898190,43560
"Coos County, Oregon",OR,41,11,,4145223617,62779
"Crook County, Oregon",OR,41,13,,7716562847,19182
"Curry County, Oregon",OR,41,15,,4214902111,21137
"Deschutes County, Oregon",OR,41,17,,7816983643,115367
"Douglas County, Oregon",OR,41,19,,13044797435,100399
"Gilliam County, Oregon",OR,41,21,,3118521172,1915
"Grant County, Oregon",OR,41,23,,11729029361,7935
"Harney County, Oregon",OR,41,25,,26247791358,7609
"Hood River County, Oregon",OR,41,27,,1352870112,20411
"Jackson County, Oregon",OR,41,29,,7213617232,181269
"Jefferson County, Oregon",OR,41,31,,4612206431,19009
"Josephine County, Oregon",OR,41,33,,4246520510,75726
"Klamath County, Oregon",OR,41,35,,15395370621,63775
"Lake County, Oregon",OR,41,37,,21071502721,7422
"Lane County, Oregon",OR,41,39,,11794816359,322959
"Lincoln County, Oregon",OR,41,41,,2537063304,44479
"Linn County, Oregon",OR,41,43,,5936706994,103069
"Malheur County, Oregon",OR,41,45,,25607446448,31615
"Marion County, Oregon",OR,41,47,,3066426708,284834
"Morrow County, Oregon",OR,41,49,,5263840866,10995
"Multnomah County, Oregon",OR,41,51,,1127244885,660486
"Polk County, Oregon",OR,41,53,,1919247592,62380
"Sherman County, Oregon",OR,41,55,,2132098424,1934
"Tillamook County, Oregon",OR,41,57,,2854544200,24262
"Umatilla County, Oregon",OR,41,59,,8327485562,70548
"Union County, Oregon",OR,41,61,,5274651697,24530
"Wallowa County, Oregon",OR,41,63,,8146390322,7226
"Wasco County, Oregon",OR,41,65,,6166883394,23791
"Washington County, Oregon",OR,41,67,,1874499956,445342
"Wheeler County, Oregon",OR,41,69,,4441620931,1547
"Yamhill County, Oregon",OR,41,71,,1853303724,84992
"Adams County, Pennsylvania",PA,42,1,,1346813133,91292
"Allegheny County, Pennsylvania",PA,42,3,,1891131054,1281666
"Armstrong County, Pennsylvania",PA,42,5,,1693669882,72392
"Beaver County, Pennsylvania",PA,42,7,,1124606790,181412
"Bedford County, Pennsylvania",PA,42,9,,2627570413,49984
"Berks County, Pennsylvania",PA,42,11,,2224489314,373638
"Blair County, Pennsylvania",PA,42,13,,1361821674,129144
"Bradford County, Pennsylvania",PA,42,15,,2980210163,62761
"Bucks County, Pennsylvania",PA,42,17,,1573098310,597635
"Butler County, Pennsylvania",PA,42,19,,2042292867,174083
"Cambria County, Pennsylvania",PA,42,21,,1781970761,152598
"Cameron County, Pennsylvania",PA,42,23,,1028650727,5974
"Carbon County, Pennsylvania",PA,42,25,,986881348,58802
"Centre County, Pennsylvania",PA,42,27,,2868497568,135758
"Chester County, Pennsylvania",PA,42,29,,1957950036,433501
"Clarion County, Pennsylvania",PA,42,31,,1560311207,41765
"Clearfield County, Pennsylvania",PA,42,33,,2971533696,83382
"Clinton County, Pennsylvania",PA,42,35,,2307330378,37914
"Columbia County, Pennsylvania",PA,42,37,,1257559112,64151
"Crawford County, Pennsylvania",PA,42,39,,2622941386,90366
"Cumberland County, Pennsylvania",PA,42,41,,1424924264,213674
"Dauphin County, Pennsylvania",PA,42,43,,1360493165,251798
"Delaware County, Pennsylvania",PA,42,45,,477102716,550864
"Elk County, Pennsylvania",PA,42,47,,2146198565,35112
"Erie County, Pennsylvania",PA,42,49,,2077035205,280843
"Fayette County, Pennsylvania",PA,42,51,,2046448816,148644
"Forest County, Pennsylvania",PA,42,53,,1108817354,4946
"Franklin County, Pennsylvania",PA,42,55,,1999252201,129313
"Fulton County, Pennsylvania",PA,42,57,,1133289763,14261
"Greene County, Pennsylvania",PA,42,59,,1491472030,40672
"Huntingdon County, Pennsylvania",PA,42,61,,2263791320,45586
"Indiana County, Pennsylvania",PA,42,63,,2147803109,89605
"Jefferson County, Pennsylvania",PA,42,65,,1697684593,45932
"Juniata County, Pennsylvania",PA,42,67,,1014220756,22821
"Lackawanna County, Pennsylvania",PA,42,69,,1187848196,213295
"Lancaster County, Pennsylvania",PA,42,71,,2458056156,470658
"Lawrence County, Pennsylvania",PA,42,73,,933588910,94643
"Lebanon County, Pennsylvania",PA,42,75,,937204766,120327
"Lehigh County, Pennsylvania",PA,42,77,,897850049,312090
"Luzerne County, Pennsylvania",PA,42,79,,2307188467,319250
"Lycoming County, Pennsylvania",PA,42,81,,3198255608,120044
"McKean County, Pennsylvania",PA,42,83,,2542245898,45936
"Mercer County, Pennsylvania",PA,42,85,,1739995300,120293
"Mifflin County, Pennsylvania",PA,42,87,,1066705910,46486
"Monroe County, Pennsylvania",PA,42,89,,1576012246,138687
"Montgomery County, Pennsylvania",PA,42,91,,1251271732,750097
"Montour County, Pennsylvania",PA,42,93,,338643301,18236
"Northampton County, Pennsylvania",PA,42,95,,968130814,267066
"Northumberland County, Pennsylvania",PA,42,97,,1191163083,94556
"Perry County, Pennsylvania",PA,42,99,,1433602230,43602
"Philadelphia County, Pennsylvania",PA,42,101,,349881748,1517550
"Pike County, Pennsylvania",PA,42,103,,1416227843,46302
"Potter County, Pennsylvania",PA,42,105,,2800205016,18080
"Schuylkill County, Pennsylvania",PA,42,107,,2015945963,150336
"Snyder County, Pennsylvania",PA,42,109,,857815515,37546
"Somerset County, Pennsylvania",PA,42,111,,2783353467,80023
"Sullivan County, Pennsylvania",PA,42,113,,1165327806,6556
"Susquehanna County, Pennsylvania",PA,42,115,,2131204592,42238
"Tioga County, Pennsylvania",PA,42,117,,2936336196,41373
"Union County, Pennsylvania",PA,42,119,,820316944,41624
"Venango County, Pennsylvania",PA,42,121,,1748340370,57565
"Warren County, Pennsylvania",PA,42,123,,2288116498,43863
"Washington County, Pennsylvania",PA,42,125,,2219855536,202897
"Wayne County, Pennsylvania",PA,42,127,,1888662719,47722
"Westmoreland County, Pennsylvania",PA,42,129,,2655990489,369993
"Wyoming County, Pennsylvania",PA,42,131,,1028742898,28080
"York County, Pennsylvania",PA,42,133,,2342526119,381751
"Bristol County, Rhode Island",RI,44,1,,63931773,50648
"Kent County, Rhode Island",RI,44,3,,440750358,167090
"Newport County, Rhode Island",RI,44,5,,269480240,85433
"Providence County, Rhode Island",RI,44,7,,1070356682,621602
"Washington County, Rhode Island",RI,44,9,,861829632,123546
"Abbeville County, South Carolina",SC,45,1,,1315795989,26167
"Aiken County, South Carolina",SC,45,3,,2778187147,142552
"Allendale County, South Carolina",SC,45,5,,1057234221,11211
"Anderson County, South Carolina",SC,45,7,,1859656873,165740
"Bamberg County, South Carolina",SC,45,9,,1018508592,16658
"Barnwell County, South Carolina",SC,45,11,,1420387548,23478
"Beaufort County, South Carolina",SC,45,13,,1519956088,120937
"Berkeley County, South Carolina",SC,45,15,,2843072277,142651
"Calhoun County, South Carolina",SC,45,17,,984777734,15185
"Charleston County, South Carolina",SC,45,19,,2378927011,309969
"Cherokee County, South Carolina",SC,45,21,,1017063949,52537
"Chester County, South Carolina",SC,45,23,,1503529943,34068
"Chesterfield County, South Carolina",SC,45,25,,2068359261,42768
"Clarendon County, South Carolina",SC,45,27,,1572655377,32502
"Colleton County, South Carolina",SC,45,29,,2735949905,38264
"Darlington County, South Carolina",SC,45,31,,1453358286,67394
"Dillon County, South Carolina",SC,45,33,,1048535389,30722
"Dorchester County, South Carolina",SC,45,35,,1488540267,96413
"Edgefield County, South Carolina",SC,45,37,,1299895120,24595
"Fairfield County, South Carolina",SC,45,39,,1778265612,23454
"Florence County, South Carolina",SC,45,41,,2071580958,125761
"Georgetown County, South Carolina",SC,45,43,,2110410005,55797
"Greenville County, South Carolina",SC,45,45,,2046301234,379616
"Greenwood County, South Carolina",SC,45,47,,1179783609,66271
"Hampton County, South Carolina",SC,45,49,,1449823309,21386
"Horry County, South Carolina",SC,45,51,,2936222646,196629
"Jasper County, South Carolina",SC,45,53,,1699337533,20678
"Kershaw County, South Carolina",SC,45,55,,1880992934,52647
"Lancaster County, South Carolina",SC,45,57,,1421865749,61351
"Laurens County, South Carolina",SC,45,59,,1852124218,69567
"Lee County, South Carolina",SC,45,61,,1062668256,20119
"Lexington County, South Carolina",SC,45,63,,1811056191,216014
"McCormick County, South Carolina",SC,45,65,,931268884,9958
"Marion County, South Carolina",SC,45,67,,1266666996,35466
"Marlboro County, South Carolina",SC,45,69,,1242431496,28818
"Newberry County, South Carolina",SC,45,71,,1633679224,36108
"Oconee County, South Carolina",SC,45,73,,1619801527,66215
"Orangeburg County, South Carolina",SC,45,75,,2864932195,91582
"Pickens County, South Carolina",SC,45,77,,1286946741,110757
"Richland County, South Carolina",SC,45,79,,1959103560,320677
"Saluda County, South Carolina",SC,45,81,,1171916752,19181
"Spartanburg County, South Carolina",SC,45,83,,2100286619,253791
"Sumter County, South Carolina",SC,45,85,,1723398538,104646
"Union County, South Carolina",SC,45,87,,1331558751,29881
"Williamsburg County, South Carolina",SC,45,89,,2418798697,37217
"York County, South Carolina",SC,45,91,,1767547977,164614
"Aurora County, South Dakota",SD,46,3,,1834174153,3058
"Beadle County, South Dakota",SD,46,5,,3260007889,17023
"Bennett County, South Dakota",SD,46,7,,3069889417,3574
"Bon Homme County, South Dakota",SD,46,9,,1459039627,7260
"Brookings County, South Dakota",SD,46,11,,2057636186,28220
"Brown County, South Dakota",SD,46,13,,4436830444,35460
"Brule County, South Dakota",SD,46,15,,2121089150,5364
"Buffalo County, South Dakota",SD,46,17,,1218831895,2032
"Butte County, South Dakota",SD,46,19,,5823617568,9094
"Campbell County, South Dakota",SD,46,21,,1905695487,1782
"Charles Mix County, South Dakota",SD,46,23,,2842698629,9350
"Clark County, South Dakota",SD,46,25,,2481011655,4143
"Clay County, South Dakota",SD,46,27,,1066040497,13537
"Codington County, South Dakota",SD,46,29,,1781063200,25897
"Corson County, South Dakota",SD,46,31,,6404871630,4181
"Custer County, South Dakota",SD,46,33,,4034387392,7275
"Davison County, South Dakota",SD,46,35,,1127785664,18741
"Day County, South Dakota",SD,46,37,,2663995168,6267
"Deuel County, South Dakota",SD,46,39,,1614987517,4498
"Dewey County, South Dakota",SD,46,41,,5963818882,5972
"Douglas County, South Dakota",SD,46,43,,1122830594,3458
"Edmunds County, South Dakota",SD,46,45,,2967039229,4367
"Fall River County, South Dakota",SD,46,47,,4506221317,7453
"Faulk County, South Dakota",SD,46,49,,2590359110,2640
"Grant County, South Dakota",SD,46,51,,1767701357,7847
"Gregory County, South Dakota",SD,46,53,,2631258515,4792
"Haakon County, South Dakota",SD,46,55,,4695563830,2196
"Hamlin County, South Dakota",SD,46,57,,1312772879,5540
"Hand County, South Dakota",SD,46,59,,3720726206,3741
"Hanson County, South Dakota",SD,46,61,,1126032844,3139
"Harding County, South Dakota",SD,46,63,,6916558309,1353
"Hughes County, South Dakota",SD,46,65,,1918975480,16481
"Hutchinson County, South Dakota",SD,46,67,,2105192842,8075
"Hyde County, South Dakota",SD,46,69,,2229910882,1671
"Jackson County, South Dakota",SD,46,71,,4841012909,2930
"Jerauld County, South Dakota",SD,46,73,,1372459111,2295
"Jones County, South Dakota",SD,46,75,,2513636125,1193
"Kingsbury County, South Dakota",SD,46,77,,2171363087,5815
"Lake County, South Dakota",SD,46,79,,1458755381,11276
"Lawrence County, South Dakota",SD,46,81,,2072082384,21802
"Lincoln County, South Dakota",SD,46,83,,1497240329,24131
"Lyman County, South Dakota",SD,46,85,,4247473697,3895
"McCook County, South Dakota",SD,46,87,,1487988123,5832
"McPherson County, South Dakota",SD,46,89,,2944654727,2904
"Marshall County, South Dakota",SD,46,91,,2169656047,4576
"Meade County, South Dakota",SD,46,93,,8988899424,24253
"Mellette County, South Dakota",SD,46,95,,3383783385,2083
"Miner County, South Dakota",SD,46,97,,1477163771,2884
"Minnehaha County, South Dakota",SD,46,99,,2097043873,148281
"Moody County, South Dakota",SD,46,101,,1345944602,6595
"Pennington County, South Dakota",SD,46,103,,7190183937,88565
"Perkins County, South Dakota",SD,46,105,,7437459147,3363
"Potter County, South Dakota",SD,46,107,,2244193968,2693
"Roberts County, South Dakota",SD,46,109,,2852295107,10016
"Sanborn County, South Dakota",SD,46,111,,1473735128,2675
"Shannon County, South Dakota",SD,46,113,,5423128251,12466
"Spink County, South Dakota",SD,46,115,,3894999840,7454
"Stanley County, South Dakota",SD,46,117,,3738079326,2772
"Sully County, South Dakota",SD,46,119,,2607857052,1556
"Todd County, South Dakota",SD,46,121,,3595224903,9050
"Tripp County, South Dakota",SD,46,123,,4178998328,6430
"Turner County, South Dakota",SD,46,125,,1597561452,8849
"Union County, South Dakota",SD,46,127,,1192367564,12584
"Walworth County, South Dakota",SD,46,129,,1833226695,5974
"Yankton County, South Dakota",SD,46,135,,1350810463,21652
"Ziebach County, South Dakota",SD,46,137,,5082420849,2519
"Anderson County, Tennessee",TN,47,1,,874135757,71330
"Bedford County, Tennessee",TN,47,3,,1226794030,37586
"Benton County, Tennessee",TN,47,5,,1022626774,16537
"Bledsoe County, Tennessee",TN,47,7,,1052357777,12367
"Blount County, Tennessee",TN,47,9,,1446668549,105823
"Bradley County, Tennessee",TN,47,11,,851388731,87965
"Campbell County, Tennessee",TN,47,13,,1243370231,39854
"Cannon County, Tennessee",TN,47,15,,688013305,12826
"Carroll County, Tennessee",TN,47,17,,1551460017,29475
"Carter County, Tennessee",TN,47,19,,883304032,56742
"Cheatham County, Tennessee",TN,47,21,,783883332,35912
"Chester County, Tennessee",TN,47,23,,747259988,15540
"Claiborne County, Tennessee",TN,47,25,,1124775335,29862
"Clay County, Tennessee",TN,47,27,,611521677,7976
"Cocke County, Tennessee",TN,47,29,,1125097707,33565
"Coffee County, Tennessee",TN,47,31,,1110699819,48014
"Crockett County, Tennessee",TN,47,33,,687039953,14532
"Cumberland County, Tennessee",TN,47,35,,1765364462,46802
"Davidson County, Tennessee",TN,47,37,,1300859318,569891
"Decatur County, Tennessee",TN,47,39,,864785444,11731
"DeKalb County, Tennessee",TN,47,41,,788829647,17423
"Dickson County, Tennessee",TN,47,43,,1268749305,43156
"Dyer County, Tennessee",TN,47,45,,1322176856,37279
"Fayette County, Tennessee",TN,47,47,,1824642079,28806
"Fentress County, Tennessee",TN,47,49,,1291466761,16625
"Franklin County, Tennessee",TN,47,51,,1436195584,39270
"Gibson County, Tennessee",TN,47,53,,1560916325,48152
"Giles County, Tennessee",TN,47,55,,1582292632,29447
"Grainger County, Tennessee",TN,47,57,,726058438,20659
